checkingAccountStatus	durationMonths	creditHistory	purpose	creditAmount	savingsAccount	employmentSince	installmentRatePercent	personalStatusSex	otherDebtors	residenceSince	property	ageYears	otherInstallments	housing	existingCreditsThisBank	job	dependentsCount	telephone	foreignWorker	targetClass	creditHistory_A30	creditHistory_A31	creditHistory_A32	creditHistory_A33	creditHistory_A34	creditHistory_predicted
A14	s1_below_12	A30	A40	s1_below_1262	A62	A73	s3_3_up	A93	A101	s1_below_2	A124	s3_30_36	A141	A151	s1_below_2	A173	s1_below_2	A191	A202	0	0.0847377	0.332033	0.498833	0.0462205	0.0381753	A32
A13	s4_24_30	A32	A42	s3_1906_2852	A61	A73	s2_2_3	A93	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0147718	0.0439278	0.737873	0.0949615	0.108466	A32
A14	s3_15_24	A32	A43	s1_below_1262	A61	A71	s3_3_up	A92	A102	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.00777526	0.0231218	0.862027	0.0499838	0.0570919	A32
A11	s1_below_12	A34	A40	s1_below_1262	A64	A74	s3_3_up	A92	A101	s2_2_up	A121	s4_36_45	A143	A152	s2_2_up	A172	s1_below_2	A192	A201	0	0.0170776	0.00846412	0.0208061	0.201272	0.75238	A34
A13	s2_12_15	A32	A42	s3_1906_2852	A61	A73	s1_below_2	A92	A101	s2_2_up	A123	s5_45_up	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0209861	0.0104013	0.920445	0.0224851	0.0256826	A32
A12	s5_30_up	A32	A40	s3_1906_2852	A61	A73	s3_3_up	A92	A103	s2_2_up	A124	s1_below_26	A141	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0221422	0.0433806	0.912424	0.0120775	0.00997531	A32
A14	s4_24_30	A33	A42	s4_2852_4720	A62	A73	s2_2_3	A93	A101	s2_2_up	A122	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.105866	0.008745	0.0214966	0.302474	0.561418	A34
A12	s1_below_12	A32	A42	s3_1906_2852	A65	A74	s2_2_3	A93	A101	s1_below_2	A123	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0129915	0.0708282	0.886362	0.0139194	0.0158989	A32
A12	s5_30_up	A33	A43	s5_4720_up	A65	A73	s1_below_2	A93	A101	s1_below_2	A121	s2_26_30	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	0	0.0171336	0.00849185	0.751475	0.201931	0.0209679	A32
A14	s4_24_30	A34	A43	s3_1906_2852	A61	A73	s3_3_up	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	0	0.0564548	0.00466342	0.240732	0.110893	0.587257	A34
A11	s2_12_15	A31	A43	s3_1906_2852	A61	A73	s3_3_up	A91	A101	s1_below_2	A124	s2_26_30	A143	A153	s1_below_2	A173	s1_below_2	A191	A201	0	0.0508373	0.151178	0.681302	0.0544685	0.0622143	A32
A14	s3_15_24	A32	A41	s4_2852_4720	A62	A72	s1_below_2	A92	A101	s2_2_up	A123	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0263536	0.0783692	0.83479	0.028236	0.0322513	A32
A14	s1_below_12	A34	A43	s1_below_1262	A62	A71	s3_3_up	A92	A101	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	0	0.0239833	0.0118868	0.175317	0.0256964	0.763116	A34
A11	s2_12_15	A32	A42	s2_1262_1906	A61	A73	s2_2_3	A93	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0147718	0.0439278	0.737873	0.0949615	0.108466	A32
A11	s4_24_30	A32	A43	s2_1262_1906	A61	A75	s3_3_up	A92	A101	s2_2_up	A123	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A11	s3_15_24	A34	A40	s5_4720_up	A61	A75	s2_2_3	A93	A101	s2_2_up	A124	s4_36_45	A143	A153	s2_2_up	A174	s1_below_2	A192	A201	0	0.00769042	0.0419273	0.0562167	0.131836	0.76233	A34
A14	s2_12_15	A34	A46	s3_1906_2852	A61	A75	s2_2_3	A92	A101	s2_2_up	A124	s5_45_up	A141	A153	s2_2_up	A172	s1_below_2	A191	A201	0	0.112049	0.219524	0.304434	0.0611175	0.302876	A32
A14	s1_below_12	A34	A40	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s2_2_up	A172	s2_2_up	A191	A202	0	0.0888485	0.0440357	0.108247	0.0158658	0.743003	A34
A12	s3_15_24	A32	A43	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A173	s2_2_up	A191	A201	1	0.00746131	0.0221881	0.736316	0.0879368	0.146098	A32
A14	s5_30_up	A34	A49	s5_4720_up	A65	A75	s3_3_up	A93	A101	s2_2_up	A121	s4_36_45	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.180665	0.0081402	0.120059	0.369541	0.321594	A33
A14	s4_24_30	A32	A43	s2_1262_1906	A61	A72	s3_3_up	A92	A101	s2_2_up	A123	s4_36_45	A142	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.203471	0.110733	0.483724	0.0770725	0.124999	A32
A11	s2_12_15	A32	A40	s5_4720_up	A61	A75	s1_below_2	A91	A101	s2_2_up	A122	s5_45_up	A143	A152	s1_below_2	A174	s1_below_2	A192	A202	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A14	s4_24_30	A32	A43	s1_below_1262	A65	A75	s3_3_up	A93	A101	s2_2_up	A123	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	1	0.0168738	0.00836312	0.226136	0.108475	0.640152	A34
A14	s3_15_24	A32	A40	s3_1906_2852	A65	A74	s3_3_up	A93	A101	s2_2_up	A122	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A202	1	0.0496901	0.0492555	0.787005	0.0532393	0.0608104	A32
A14	s2_12_15	A34	A42	s2_1262_1906	A63	A74	s3_3_up	A92	A101	s2_2_up	A123	s4_36_45	A143	A151	s1_below_2	A173	s1_below_2	A192	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A12	s5_30_up	A31	A40	s5_4720_up	A65	A71	s3_3_up	A93	A102	s2_2_up	A124	s4_36_45	A143	A153	s1_below_2	A174	s1_below_2	A192	A201	0	0.00709695	0.0211046	0.70036	0.0456233	0.225815	A32
A12	s5_30_up	A32	A43	s4_2852_4720	A61	A74	s3_3_up	A93	A101	s2_2_up	A121	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	1	0.0862491	0.00712457	0.367779	0.169418	0.369429	A34
A11	s5_30_up	A32	A45	s5_4720_up	A61	A72	s1_below_2	A91	A101	s1_below_2	A124	s3_30_36	A143	A152	s1_below_2	A172	s1_below_2	A192	A201	1	0.0900834	0.0446478	0.658507	0.096518	0.110243	A32
A14	s1_below_12	A32	A43	s3_1906_2852	A61	A73	s1_below_2	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s1_below_2	A173	s2_2_up	A191	A201	1	0.00858887	0.0255413	0.84759	0.0552142	0.063066	A32
A14	s3_15_24	A34	A43	s3_1906_2852	A61	A73	s2_2_3	A92	A101	s2_2_up	A123	s2_26_30	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0427971	0.0212114	0.0521409	0.045854	0.837997	A34
A11	s2_12_15	A32	A42	s2_1262_1906	A65	A75	s2_2_3	A91	A101	s2_2_up	A122	s5_45_up	A143	A152	s1_below_2	A172	s1_below_2	A192	A201	1	0.0508373	0.151178	0.681302	0.0544685	0.0622143	A32
A14	s1_below_12	A32	A42	s4_2852_4720	A61	A72	s1_below_2	A92	A101	s2_2_up	A122	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.012915	0.00640104	0.7238	0.0830253	0.173859	A32
A14	s4_24_30	A32	A43	s2_1262_1906	A62	A73	s3_3_up	A93	A101	s2_2_up	A123	s2_26_30	A143	A151	s1_below_2	A174	s1_below_2	A192	A201	1	0.0171336	0.00849185	0.751475	0.201931	0.0209679	A32
A14	s3_15_24	A34	A41	s4_2852_4720	A64	A75	s3_3_up	A93	A101	s2_2_up	A124	s1_below_26	A143	A151	s2_2_up	A173	s1_below_2	A192	A201	0	0.269698	0.0222783	0.0547635	0.0481603	0.6051	A34
A14	s2_12_15	A32	A42	s2_1262_1906	A61	A73	s3_3_up	A93	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0185695	0.00920356	0.4751	0.0198959	0.477231	A34
A13	s3_15_24	A31	A43	s2_1262_1906	A65	A74	s3_3_up	A93	A101	s2_2_up	A123	s5_45_up	A141	A152	s1_below_2	A172	s1_below_2	A191	A201	0	0.0164931	0.355443	0.380897	0.0539774	0.193189	A32
A14	s3_15_24	A34	A42	s2_1262_1906	A65	A75	s3_3_up	A93	A101	s2_2_up	A122	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.0185695	0.00920356	0.4751	0.0198959	0.477231	A34
A12	s4_24_30	A34	A40	s4_2852_4720	A62	A72	s3_3_up	A91	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A11	s5_30_up	A32	A40	s5_4720_up	A61	A72	s1_below_2	A92	A101	s1_below_2	A121	s3_30_36	A143	A152	s1_below_2	A172	s1_below_2	A192	A201	1	0.0160482	0.0477236	0.899394	0.0171945	0.0196397	A32
A11	s5_30_up	A32	A41	s5_4720_up	A61	A74	s3_3_up	A93	A101	s2_2_up	A122	s2_26_30	A143	A152	s1_below_2	A173	s2_2_up	A191	A201	1	0.0281732	0.0139634	0.720809	0.0301856	0.206869	A32
A12	s5_30_up	A33	A410	s5_4720_up	A62	A71	s2_2_3	A93	A101	s2_2_up	A124	s3_30_36	A143	A153	s1_below_2	A174	s1_below_2	A192	A201	0	0.0964662	0.0478113	0.117528	0.62014	0.118055	A33
A12	s2_12_15	A32	A43	s1_below_1262	A61	A73	s3_3_up	A92	A103	s2_2_up	A121	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	1	0.0239833	0.0118868	0.175317	0.0256964	0.763116	A34
A11	s4_24_30	A33	A43	s1_below_1262	A61	A72	s3_3_up	A94	A101	s2_2_up	A121	s5_45_up	A142	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.0520962	0.17011	0.0353861	0.710403	0.0320045	A33
A14	s2_12_15	A32	A49	s1_below_1262	A61	A73	s2_2_3	A94	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A192	A202	1	0.0349147	0.0173046	0.680601	0.224451	0.0427283	A32
A12	s5_30_up	A32	A41	s5_4720_up	A61	A72	s1_below_2	A94	A101	s2_2_up	A123	s2_26_30	A143	A151	s1_below_2	A174	s1_below_2	A192	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A11	s4_24_30	A34	A41	s5_4720_up	A61	A75	s2_2_3	A92	A101	s2_2_up	A124	s4_36_45	A143	A153	s2_2_up	A174	s2_2_up	A192	A201	0	0.0579807	0.0287368	0.0706396	0.0621222	0.780521	A34
A13	s5_30_up	A34	A41	s5_4720_up	A61	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s1_below_2	A173	s1_below_2	A191	A201	0	0.0134138	0.0398895	0.751752	0.0143719	0.180573	A32
A14	s5_30_up	A34	A49	s5_4720_up	A65	A75	s3_3_up	A91	A101	s2_2_up	A123	s5_45_up	A141	A152	s2_2_up	A174	s2_2_up	A191	A201	0	0.112049	0.219524	0.304434	0.0611175	0.302876	A32
A12	s5_30_up	A32	A42	s5_4720_up	A61	A72	s1_below_2	A92	A101	s2_2_up	A123	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0925441	0.00764455	0.86441	0.0165257	0.0188758	A32
A14	s2_12_15	A32	A41	s4_2852_4720	A65	A72	s1_below_2	A92	A101	s2_2_up	A123	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0263536	0.0783692	0.83479	0.028236	0.0322513	A32
A14	s1_below_12	A32	A40	s2_1262_1906	A65	A75	s3_3_up	A93	A102	s2_2_up	A122	s5_45_up	A143	A152	s1_below_2	A172	s1_below_2	A191	A202	1	0.0104489	0.00517875	0.776541	0.0671714	0.14066	A32
A14	s3_15_24	A32	A42	s3_1906_2852	A61	A73	s3_3_up	A93	A101	s2_2_up	A121	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	1	0.0115296	0.0342863	0.786623	0.0123531	0.155208	A32
A12	s3_15_24	A34	A42	s3_1906_2852	A64	A74	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.105866	0.008745	0.0214966	0.302474	0.561418	A34
A14	s1_below_12	A32	A40	s1_below_1262	A61	A71	s1_below_2	A92	A101	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A171	s1_below_2	A192	A201	1	0.0188554	0.00934525	0.712135	0.121213	0.138451	A32
A12	s5_30_up	A30	A43	s4_2852_4720	A61	A73	s3_3_up	A92	A101	s1_below_2	A123	s4_36_45	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.148167	0.0122393	0.631808	0.0264585	0.181326	A32
A13	s4_24_30	A34	A40	s2_1262_1906	A65	A74	s3_3_up	A93	A101	s2_2_up	A121	s4_36_45	A141	A152	s2_2_up	A172	s2_2_up	A191	A201	0	0.0141871	0.305746	0.038546	0.123814	0.517707	A34
A11	s1_below_12	A34	A40	s1_below_1262	A61	A74	s3_3_up	A93	A102	s2_2_up	A122	s5_45_up	A143	A152	s2_2_up	A173	s1_below_2	A192	A201	0	0.0378387	0.0187539	0.0460999	0.202707	0.6946	A34
A14	s5_30_up	A34	A40	s5_4720_up	A63	A73	s2_2_3	A93	A101	s2_2_up	A124	s4_36_45	A141	A153	s1_below_2	A173	s1_below_2	A191	A201	0	0.015523	0.182475	0.569373	0.0508027	0.181826	A32
A14	s1_below_12	A32	A42	s2_1262_1906	A64	A73	s3_3_up	A91	A101	s2_2_up	A121	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0340417	0.016872	0.870953	0.0364732	0.04166	A32
A14	s5_30_up	A32	A41	s5_4720_up	A65	A74	s2_2_3	A92	A101	s2_2_up	A122	s1_below_26	A142	A151	s1_below_2	A172	s1_below_2	A191	A201	1	0.0243077	0.476232	0.429283	0.0552447	0.014933	A31
A11	s2_12_15	A32	A43	s1_below_1262	A62	A72	s3_3_up	A94	A101	s2_2_up	A124	s3_30_36	A143	A152	s1_below_2	A172	s1_below_2	A192	A201	1	0.0281732	0.0139634	0.720809	0.0301856	0.206869	A32
A12	s1_below_12	A32	A42	s1_below_1262	A61	A73	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
A12	s1_below_12	A32	A40	s1_below_1262	A61	A73	s3_3_up	A94	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A172	s1_below_2	A191	A201	1	0.0263346	0.0783128	0.673768	0.0282156	0.193369	A32
A12	s5_30_up	A32	A410	s5_4720_up	A65	A71	s3_3_up	A93	A101	s2_2_up	A124	s4_36_45	A141	A153	s1_below_2	A171	s1_below_2	A192	A201	1	0.0607236	0.713813	0.164985	0.033122	0.0273567	A31
A14	s4_24_30	A32	A42	s5_4720_up	A62	A73	s3_3_up	A93	A101	s1_below_2	A123	s1_below_26	A142	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0128463	0.46142	0.488646	0.0291962	0.00789195	A32
A13	s4_24_30	A32	A42	s4_2852_4720	A61	A72	s2_2_3	A92	A101	s2_2_up	A123	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0925441	0.00764455	0.86441	0.0165257	0.0188758	A32
A12	s2_12_15	A32	A40	s1_below_1262	A61	A74	s2_2_3	A94	A101	s2_2_up	A123	s1_below_26	A141	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0391956	0.460748	0.372728	0.0213794	0.105949	A31
A13	s1_below_12	A32	A40	s2_1262_1906	A65	A72	s1_below_2	A93	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A172	s2_2_up	A191	A202	1	0.0112128	0.0611308	0.83331	0.0120137	0.0823326	A32
A11	s5_30_up	A31	A42	s3_1906_2852	A61	A75	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A141	A152	s1_below_2	A173	s1_below_2	A191	A201	0	0.0170455	0.534323	0.316467	0.00929753	0.122867	A31
A11	s2_12_15	A32	A42	s1_below_1262	A61	A73	s2_2_3	A93	A103	s2_2_up	A122	s4_36_45	A143	A152	s1_below_2	A172	s2_2_up	A191	A201	1	0.0115296	0.0342863	0.786623	0.0123531	0.155208	A32
A12	s4_24_30	A32	A42	s4_2852_4720	A65	A73	s1_below_2	A92	A101	s2_2_up	A122	s5_45_up	A143	A152	s1_below_2	A172	s1_below_2	A192	A201	1	0.0209861	0.0104013	0.920445	0.0224851	0.0256826	A32
A14	s2_12_15	A34	A46	s1_below_1262	A61	A73	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A11	s3_15_24	A33	A42	s4_2852_4720	A61	A75	s1_below_2	A92	A101	s2_2_up	A122	s2_26_30	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	0	0.024446	0.0121161	0.327616	0.157153	0.478669	A34
A12	s5_30_up	A34	A40	s4_2852_4720	A61	A71	s3_3_up	A94	A101	s2_2_up	A123	s2_26_30	A143	A152	s2_2_up	A174	s1_below_2	A191	A201	0	0.0281083	0.0139312	0.205471	0.030116	0.722374	A34
A11	s4_24_30	A32	A43	s3_1906_2852	A61	A72	s3_3_up	A91	A101	s2_2_up	A122	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.058165	0.0288281	0.779505	0.0623197	0.071182	A32
A11	s4_24_30	A32	A41	s4_2852_4720	A61	A74	s2_2_3	A93	A101	s1_below_2	A124	s3_30_36	A143	A153	s1_below_2	A174	s1_below_2	A192	A201	1	0.0129196	0.0064033	0.802757	0.0830546	0.0948656	A32
A11	s3_15_24	A32	A42	s3_1906_2852	A64	A73	s3_3_up	A93	A101	s2_2_up	A123	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0147718	0.0439278	0.737873	0.0949615	0.108466	A32
A14	s3_15_24	A34	A40	s1_below_1262	A61	A73	s3_3_up	A92	A101	s2_2_up	A121	s4_36_45	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0170776	0.00846412	0.0208061	0.201272	0.75238	A34
A11	s1_below_12	A34	A40	s4_2852_4720	A61	A74	s1_below_2	A93	A101	s2_2_up	A121	s4_36_45	A143	A152	s2_2_up	A172	s1_below_2	A191	A202	0	0.00769042	0.0419273	0.0562167	0.131836	0.76233	A34
A14	s2_12_15	A34	A42	s5_4720_up	A65	A75	s2_2_3	A93	A101	s2_2_up	A122	s5_45_up	A143	A151	s1_below_2	A173	s1_below_2	A192	A201	0	0.0185695	0.00920356	0.4751	0.0198959	0.477231	A34
A14	s4_24_30	A32	A40	s2_1262_1906	A64	A74	s3_3_up	A92	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s2_2_up	A192	A201	1	0.0160482	0.0477236	0.899394	0.0171945	0.0196397	A32
A13	s5_30_up	A32	A43	s4_2852_4720	A61	A75	s3_3_up	A93	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.00858887	0.0255413	0.84759	0.0552142	0.063066	A32
A12	s1_below_12	A32	A43	s1_below_1262	A61	A75	s3_3_up	A93	A101	s2_2_up	A123	s2_26_30	A143	A152	s1_below_2	A173	s2_2_up	A191	A201	1	0.0171336	0.00849185	0.751475	0.201931	0.0209679	A32
A11	s4_24_30	A34	A41	s5_4720_up	A61	A71	s2_2_3	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s2_2_up	A174	s1_below_2	A192	A201	0	0.0239676	0.011879	0.0292004	0.0256796	0.909273	A34
A14	s3_15_24	A34	A46	s2_1262_1906	A62	A73	s3_3_up	A92	A101	s2_2_up	A121	s3_30_36	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0427971	0.0212114	0.0521409	0.045854	0.837997	A34
A12	s5_30_up	A32	A40	s5_4720_up	A62	A72	s3_3_up	A92	A101	s2_2_up	A122	s1_below_26	A143	A152	s1_below_2	A174	s1_below_2	A191	A201	1	0.00872153	0.00432262	0.966938	0.0093445	0.0106734	A32
A14	s5_30_up	A34	A41	s5_4720_up	A62	A73	s2_2_3	A92	A101	s2_2_up	A123	s1_below_26	A141	A151	s2_2_up	A172	s1_below_2	A191	A201	0	0.112049	0.219524	0.304434	0.0611175	0.302876	A32
A11	s4_24_30	A30	A42	s4_2852_4720	A61	A75	s3_3_up	A93	A101	s2_2_up	A124	s1_below_26	A141	A151	s2_2_up	A173	s2_2_up	A191	A201	0	0.514556	0.168018	0.0388344	0.0467778	0.231814	A30
A11	s1_below_12	A34	A42	s4_2852_4720	A61	A73	s1_below_2	A91	A101	s2_2_up	A121	s4_36_45	A143	A151	s1_below_2	A174	s1_below_2	A192	A201	0	0.0348814	0.0172882	0.467467	0.224238	0.256126	A32
A12	s2_12_15	A32	A43	s3_1906_2852	A61	A72	s2_2_3	A92	A103	s2_2_up	A122	s1_below_26	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.00777526	0.0231218	0.862027	0.0499838	0.0570919	A32
A11	s3_15_24	A32	A44	s2_1262_1906	A65	A73	s3_3_up	A92	A101	s2_2_up	A123	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0340417	0.016872	0.870953	0.0364732	0.04166	A32
A11	s4_24_30	A32	A42	s4_2852_4720	A61	A73	s3_3_up	A93	A101	s2_2_up	A122	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0147718	0.0439278	0.737873	0.0949615	0.108466	A32
A12	s1_below_12	A32	A42	s2_1262_1906	A61	A73	s3_3_up	A91	A101	s2_2_up	A123	s3_30_36	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0340417	0.016872	0.870953	0.0364732	0.04166	A32
A12	s4_24_30	A34	A46	s5_4720_up	A61	A72	s2_2_3	A92	A101	s2_2_up	A124	s1_below_26	A143	A153	s2_2_up	A173	s1_below_2	A192	A201	0	0.0442395	0.0219263	0.0538982	0.284397	0.59554	A34
A11	s3_15_24	A32	A42	s4_2852_4720	A61	A74	s1_below_2	A92	A101	s2_2_up	A123	s2_26_30	A143	A151	s1_below_2	A172	s1_below_2	A191	A201	1	0.0925441	0.00764455	0.86441	0.0165257	0.0188758	A32
A12	s3_15_24	A32	A43	s4_2852_4720	A63	A72	s1_below_2	A94	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A12	s3_15_24	A32	A49	s4_2852_4720	A61	A75	s1_below_2	A93	A102	s1_below_2	A121	s3_30_36	A141	A152	s1_below_2	A174	s1_below_2	A192	A201	1	0.24026	0.470714	0.207704	0.0714824	0.00984001	A31
A13	s1_below_12	A32	A40	s4_2852_4720	A61	A72	s1_below_2	A93	A103	s1_below_2	A122	s4_36_45	A143	A152	s1_below_2	A172	s2_2_up	A191	A201	1	0.00709695	0.0211046	0.70036	0.0456233	0.225815	A32
A14	s3_15_24	A34	A43	s2_1262_1906	A61	A73	s3_3_up	A92	A101	s2_2_up	A123	s4_36_45	A143	A152	s1_below_2	A172	s1_below_2	A191	A201	0	0.148167	0.0122393	0.631808	0.0264585	0.181326	A32
A12	s2_12_15	A34	A43	s1_below_1262	A61	A72	s3_3_up	A93	A103	s2_2_up	A121	s1_below_26	A143	A152	s2_2_up	A173	s1_below_2	A191	A201	0	0.0168738	0.00836312	0.226136	0.108475	0.640152	A34
A12	s4_24_30	A32	A43	s4_2852_4720	A63	A71	s1_below_2	A92	A101	s2_2_up	A124	s1_below_26	A143	A151	s1_below_2	A171	s1_below_2	A191	A201	1	0.00777526	0.0231218	0.862027	0.0499838	0.0570919	A32
A14	s1_below_12	A33	A49	s2_1262_1906	A62	A73	s1_below_2	A93	A101	s2_2_up	A121	s3_30_36	A143	A152	s2_2_up	A172	s1_below_2	A191	A201	0	0.0253918	0.0125848	0.340291	0.435287	0.186446	A33
A12	s1_below_12	A34	A46	s1_below_1262	A64	A75	s3_3_up	A93	A101	s2_2_up	A124	s3_30_36	A143	A153	s2_2_up	A173	s2_2_up	A191	A201	0	0.0428472	0.0212362	0.313212	0.0459077	0.576797	A34
A14	s1_below_12	A32	A44	s1_below_1262	A61	A72	s1_below_2	A92	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A192	A201	1	0.0340417	0.016872	0.870953	0.0364732	0.04166	A32
A12	s1_below_12	A32	A42	s1_below_1262	A61	A73	s1_below_2	A92	A101	s2_2_up	A123	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A202	1	0.0925441	0.00764455	0.86441	0.0165257	0.0188758	A32
A14	s3_15_24	A34	A41	s4_2852_4720	A65	A71	s2_2_3	A93	A101	s2_2_up	A124	s4_36_45	A143	A152	s1_below_2	A174	s1_below_2	A192	A201	0	0.101951	0.00842163	0.434736	0.0182056	0.436686	A34
A11	s2_12_15	A30	A43	s5_4720_up	A61	A73	s3_3_up	A93	A101	s2_2_up	A122	s2_26_30	A143	A151	s2_2_up	A173	s1_below_2	A192	A201	0	0.0862491	0.00712457	0.367779	0.169418	0.369429	A34
A14	s1_below_12	A32	A46	s1_below_1262	A63	A75	s3_3_up	A93	A101	s2_2_up	A124	s5_45_up	A143	A153	s1_below_2	A173	s1_below_2	A192	A201	1	0.0213022	0.0105579	0.67478	0.136943	0.156417	A32
A12	s4_24_30	A32	A40	s1_below_1262	A61	A72	s3_3_up	A93	A101	s2_2_up	A121	s1_below_26	A142	A152	s1_below_2	A172	s1_below_2	A191	A201	1	0.0354497	0.115754	0.746451	0.0805675	0.021778	A32
A14	s2_12_15	A34	A43	s3_1906_2852	A65	A75	s1_below_2	A93	A102	s2_2_up	A121	s5_45_up	A143	A152	s1_below_2	A173	s1_below_2	A192	A201	0	0.00936033	0.0510315	0.581602	0.0601735	0.297833	A32
A14	s5_30_up	A33	A43	s4_2852_4720	A61	A73	s3_3_up	A93	A101	s2_2_up	A123	s2_26_30	A143	A152	s2_2_up	A174	s1_below_2	A192	A201	0	0.0862491	0.00712457	0.367779	0.169418	0.369429	A34
A14	s2_12_15	A32	A43	s1_below_1262	A61	A73	s3_3_up	A94	A101	s2_2_up	A121	s2_26_30	A143	A152	s1_below_2	A173	s1_below_2	A191	A201	1	0.0151686	0.00751797	0.942498	0.0162521	0.0185632	A32
A11	s5_30_up	A32	A42	s3_1906_2852	A61	A74	s3_3_up	A92	A101	s2_2_up	A121	s1_below_26	A143	A151	s1_below_2	A173	s1_below_2	A191	A201	1	0.00755965	0.00374677	0.792073	0.0485978	0.148023	A32
